occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship,usageKey,acceptedUsageKey
,"Brachytrupes megacephalus","Brachytrupes megacephalus (Lefebvre, 1827)","1716482","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Brachytrupes","Brachytrupes megacephalus","Brachytrupes megacephalus","(Lefebvre, 1827) ","1716482",
,"Brassica glabrescens","Brassica glabrescens Poldini","3042606","EXACT","98","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Brassica","Brassica repanda","Brassica glabrescens","Poldini","3042606","3042605"
,"Brassica macrocarpa","Brassica macrocarpa Guss.","3042797","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Brassica","Brassica macrocarpa","Brassica macrocarpa","Guss.","3042797",
,"Bufotes boulengeri","Bufotes boulengeri (Lataste, 1879)","10400305","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Amphibia","Anura","Bufonidae","Bufotes","Bufotes boulengeri","Bufotes boulengeri","(Lataste, 1879) ","10400305",
,"Bufotes siculus","Bufotes siculus (Stöck, Sicilia, Belfiore, Buckley, Lo-Brutto, Lo-Valvo & Arculeo, 2008)","10722555","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Amphibia","Anura","Bufonidae","Bufotes","Bufotes siculus","Bufotes siculus","(Stöck, Sicilia, Belfiore, Buckley, Lo-Brutto, Lo-Valvo & Arculeo, 2008) ","10722555",
,"Campanula morettiana","Campanula morettiana Rchb.","5410431","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Campanula","Campanula morettiana","Campanula morettiana","Rchb.","5410431",
,"Campanula sabatia","Campanula sabatia De Not.","5409803","EXACT","98","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Campanula","Campanula sabatia","Campanula sabatia","De Not.","5409803",
,"Carabus olympiae","Carabus olympiae Sella, 1855","4470646","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Carabus","Carabus olympiae","Carabus olympiae","Sella, 1855","4470646",
,"Carex panormitana","Carex panormitana Guss.","2722101","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Carex","Carex panormitana","Carex panormitana","Guss.","2722101",
,"Centaurea horrida","Centaurea horrida Badarò","7468889","EXACT","97","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","Centaurea horrida","Centaurea horrida","Badarò","7468889",
,"Centaurea kartschiana","Centaurea kartschiana Scop.","3128353","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","Centaurea kartschiana","Centaurea kartschiana","Scop.","3128353",
,"Centranthus amazonum","Centranthus amazonum Fridl. & A.Raynal","4096157","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Centranthus","Centranthus amazonum","Centranthus amazonum","Fridl. & A.Raynal","4096157",
,"Chondrostoma soetta","Chondrostoma soetta Bonaparte, 1840","2360575","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Chondrostoma","Chondrostoma soetta","Chondrostoma soetta","Bonaparte, 1840","2360575",
,"Cobitis zanandreai","Cobitis zanandreai Cavicchioli, 1965","2368208","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cobitidae","Cobitis","Cobitis zanandreai","Cobitis zanandreai","Cavicchioli, 1965","2368208",
,"Cordulegaster trinacriae","Cordulegaster trinacriae Waterston, 1976","1421207","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Odonata","Cordulegastridae","Cordulegaster","Cordulegaster trinacriae","Cordulegaster trinacriae","Waterston, 1976","1421207",
,"Crocidura sicula","Crocidura sicula Miller, 1900","2435553","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Crocidura","Crocidura sicula","Crocidura sicula","Miller, 1900","2435553",
,"Crocus etruscus","Crocus etruscus Parl.","2747813","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Iridaceae","Crocus","Crocus etruscus","Crocus etruscus","Parl.","2747813",
,"Crocus ilvensis","Crocus ilvensis Peruzzi & Carta","7555690","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Iridaceae","Crocus","Crocus ilvensis","Crocus ilvensis","Peruzzi & Carta","7555690",
,"Cytisus aeolicus","Cytisus aeolicus Guss.","5354605","EXACT","98","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Cytisus","Cytisus aeolicus","Cytisus aeolicus","Guss.","5354605",
,"Daphne petraea","Daphne petraea Leyb.","5524243","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malvales","Thymelaeaceae","Daphne","Daphne petraea","Daphne petraea","Leyb.","5524243",
,"Elatine gussonei","Elatine gussonei (Sommier) Brullo, Lanfr., Pavone & Ronsisv.","7550532","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Elatinaceae","Elatine","Elatine gussonei","Elatine gussonei","(Sommier) Brullo, Lanfr., Pavone & Ronsisv.","7550532",
,"Emys trinacris","Emys trinacris Fritz, Fattizzo, Guicking, Tripepi, Pennisi, Lenk, Joger & Wink, 2005","5220531","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Testudines",,"Emydidae","Emys","Emys trinacris","Emys trinacris","Fritz, Fattizzo, Guicking, Tripepi, Pennisi, Lenk, Joger & Wink, 2005","5220531",
,"Eokochia saxicola","Eokochia saxicola (Guss.) Freitag & G.Kadereit","8337357","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Eokochia","Eokochia saxicola","Eokochia saxicola","(Guss.) Freitag & G.Kadereit","8337357",
,"Erebia christi","Erebia christi Rätzer, 1890","5134777","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia","Erebia christi","Erebia christi","Rätzer, 1890","5134777",
,"Erucastrum palustre","Erucastrum palustre (Pirona) Vis.","5375519","EXACT","97","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Erucastrum","Erucastrum palustre","Erucastrum palustre","(Pirona) Vis.","5375519",
,"Euphrasia marchesettii","Euphrasia marchesettii Wettst. ex Marches.","3737855","EXACT","98","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Euphrasia","Euphrasia marchesettii","Euphrasia marchesettii","Wettst. ex Marches.","3737855",
,"Euproctus platycephalus","Euproctus platycephalus (Gravenhorst, 1829)","2431941","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Euproctus","Euproctus platycephalus","Euproctus platycephalus","(Gravenhorst, 1829) ","2431941",
,"Galium litorale","Galium litorale Guss.","2914154","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Galium","Galium litorale","Galium litorale","Guss.","2914154",
,"Gypsophila papillosa","Gypsophila papillosa Porta","5586222","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Gypsophila","Gypsophila papillosa","Gypsophila papillosa","Porta","5586222",
,"Hyla intermedia","Hyla intermedia Boulenger, 1882","2427598","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Amphibia","Anura","Hylidae","Hyla","Hyla intermedia","Hyla intermedia","Boulenger, 1882","2427598",
,"Hystrix cristata","Hystrix cristata Linnaeus, 1758","5219888","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Rodentia","Hystricidae","Hystrix","Hystrix cristata","Hystrix cristata","Linnaeus, 1758","5219888",
,"Iris marsica","Iris marsica I.Ricci & Colas.","5298940","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Iridaceae","Iris","Iris marsica","Iris marsica","I.Ricci & Colas.","5298940",
,"Isoetes malinverniana","Isoetes malinverniana Ces. & De Not.","7355662","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Lycopodiopsida","Isoetales","Isoetaceae","Isoetes","Isoetes malinverniana","Isoetes malinverniana","Ces. & De Not.","7355662",
,"Jacobaea vulgaris subsp. gotlandica","Jacobaea vulgaris subsp. gotlandica (Neuman) B.Nord.","5695386","EXACT","99","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Jacobaea","Jacobaea vulgaris","Jacobaea vulgaris gotlandica","(Neuman) B.Nord.","5695386",
,"Lamyropsis microcephala","Lamyropsis microcephala (Moris) Dittrich & Greuter","3132517","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Lamyropsis","Lamyropsis microcephala","Lamyropsis microcephala","(Moris) Dittrich & Greuter","3132517",
,"Leontodon siculus","Leontodon siculus (Guss.) Finch & P.D.Sell","8350816","EXACT","97","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Leontodon","Leontodon siculus","Leontodon siculus","(Guss.) Finch & P.D.Sell","8350816",
,"Leopoldia gussonei","Leopoldia gussonei Parl.","2769147","EXACT","98","SYNONYM","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Muscari","Muscari gussonei","Leopoldia gussonei","Parl.","2769147","8171325"
,"Limonium insulare","Limonium insulare (Bég. & Landi) Arrigoni & Diana","4088622","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Plumbaginaceae","Limonium","Limonium insulare","Limonium insulare","(Bég. & Landi) Arrigoni & Diana","4088622",
,"Limonium pseudolaetum","Limonium pseudolaetum Arrigoni & Diana","4090766","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Plumbaginaceae","Limonium","Limonium pseudolaetum","Limonium pseudolaetum","Arrigoni & Diana","4090766",
,"Linaria pseudolaxiflora","Linaria pseudolaxiflora Lojac.","7446038","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Linaria","Linaria pseudolaxiflora","Linaria pseudolaxiflora","Lojac.","7446038",
,"Linaria tonzigii","Linaria tonzigii Lona","7790128","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Linaria","Linaria tonzigii","Linaria tonzigii","Lona","7790128",
,"Linum mulleri","Linum mulleri Moris, 1828","12375361","EXACT","98","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Linaceae","Linum","Linum maritimum","Linum mulleri","Moris, 1828","12375361","4048390"
,"Lissotriton italicus","Lissotriton italicus (Peracca, 1898)","5218406","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Lissotriton","Lissotriton italicus","Lissotriton italicus","(Peracca, 1898) ","5218406",
,"Melanargia arge","Melanargia arge Sulzer, 1776","1916347","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Melanargia","Melanargia arge","Melanargia arge","Sulzer, 1776","1916347",
,"Myrmecophilus baronii","Myrmecophilus baronii Baccetti, 1966","5100580","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Orthoptera","Myrmecophilidae","Myrmecophilus","Myrmecophilus baronii","Myrmecophilus baronii","Baccetti, 1966","5100580",
,"Natrix natrix cetti","Natrix natrix cetti Gené, 1838","5223509","EXACT","98","ACCEPTED","SUBSPECIES","Animalia","Chordata","Squamata",,"Colubridae","Natrix","Natrix natrix","Natrix natrix cetti","Gené, 1838","5223509",
,"Ophrys lunulata","Ophrys lunulata Parl.","2793844","EXACT","98","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Ophrys","Ophrys lunulata","Ophrys lunulata","Parl.","2793844",
,"Osmoderma cristinae","Osmoderma cristinae Sparacio, 1994","1079594","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Osmoderma","Osmoderma cristinae","Osmoderma cristinae","Sparacio, 1994","1079594",
,"Osmoderma italicum","Osmoderma italicum Sparacio, 2000","4424851","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Osmoderma","Osmoderma italicum","Osmoderma italicum","Sparacio, 2000","4424851",
,"Padogobius nigricans","Padogobius nigricans (Canestrini, 1867)","2375443","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Perciformes","Gobiidae","Padogobius","Padogobius nigricans","Padogobius nigricans","(Canestrini, 1867) ","2375443",
,"Pelobates fuscus insubricus","Pelobates fuscus insubricus Cornalia, 1873","11030867","EXACT","98","SYNONYM","SUBSPECIES","Animalia","Chordata","Amphibia","Anura","Pelobatidae","Pelobates","Pelobates fuscus","Pelobates fuscus insubricus","Cornalia, 1873","11030867","2430567"
,"Petagnaea gussonei","Petagnaea gussonei (Spreng.) Rauschert","3633804","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Petagnaea","Petagnaea gussonei","Petagnaea gussonei","(Spreng.) Rauschert","3633804",
,"Plecotus gaisleri","Plecotus gaisleri Benda, Kiefer, Hanak & Veith, 2004","10893276","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Plecotus","Plecotus gaisleri","Plecotus gaisleri","Benda, Kiefer, Hanak & Veith, 2004","10893276",
,"Plecotus sardus","Plecotus sardus Mucedda, Kiefer, Pidinchedda & Veith, 2002","5739436","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Plecotus","Plecotus sardus","Plecotus sardus","Mucedda, Kiefer, Pidinchedda & Veith, 2002","5739436",
,"Podarcis filfolensis","Podarcis filfolensis (Bedriaga, 1876)","2469148","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Lacertidae","Podarcis","Podarcis filfolensis","Podarcis filfolensis","(Bedriaga, 1876) ","2469148",
,"Podarcis raffoneae","Podarcis raffoneae (Mertens, 1952)","9074945","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Squamata",,"Lacertidae","Podarcis","Podarcis raffonei","Podarcis raffoneae","(Mertens, 1952) ","9074945","2469122"
,"Podarcis waglerianus","Podarcis waglerianus Gistel, 1868","8145436","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Lacertidae","Podarcis","Podarcis waglerianus","Podarcis waglerianus","Gistel, 1868","8145436",
,"Primula apennina","Primula apennina Widmer","5640973","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","Primula","Primula apennina","Primula apennina","Widmer","5640973",
,"Primula glaucescens","Primula glaucescens Moretti","5640340","EXACT","97","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","Primula","Primula glaucescens","Primula glaucescens","Moretti","5640340",
,"Primula palinuri","Primula palinuri Petagna","5641574","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","Primula","Primula palinuri","Primula palinuri","Petagna","5641574",
,"Primula polliniana","Primula polliniana Moretti","5641275","EXACT","98","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","Primula","Primula spectabilis","Primula polliniana","Moretti","5641275","7842450"
,"Protochondrostoma genei","Protochondrostoma genei (Bonaparte, 1839)","2360199","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Protochondrostoma","Protochondrostoma genei","Protochondrostoma genei","(Bonaparte, 1839) ","2360199",
,"Rana italica","Rana italica Dubois, 1987","2426815","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana","Rana italica","Rana italica","Dubois, 1987","2426815",
,"Ribes sardoum","Ribes sardoum Martelli","4194757","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Grossulariaceae","Ribes","Ribes sardoum","Ribes sardoum","Martelli","4194757",
,"Rupicapra pyrenaica ornata","Rupicapra pyrenaica ornata Neumann, 1899","5706425","EXACT","98","ACCEPTED","SUBSPECIES","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Rupicapra","Rupicapra pyrenaica","Rupicapra pyrenaica ornata","Neumann, 1899","5706425",
,"Rutilus pigus","Rutilus pigus (Lacepède, 1803)","2359686","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Rutilus","Rutilus pigus","Rutilus pigus","(Lacepède, 1803) ","2359686",
,"Rutilus rubilio","Rutilus rubilio (Bonaparte, 1837)","2359660","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Sarmarutilus","Sarmarutilus rubilio","Rutilus rubilio","(Bonaparte, 1837) ","2359660","8171391"
,"Sabanejewia larvata","Sabanejewia larvata (De Filippi, 1859)","2367885","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cobitidae","Sabanejewia","Sabanejewia larvata","Sabanejewia larvata","(De Filippi, 1859) ","2367885",
,"Salamandra atra aurorae","Salamandra atra aurorae Trevisan, 1982","10920420","EXACT","98","SYNONYM","SUBSPECIES","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Salamandra","Salamandra atra","Salamandra atra aurorae","Trevisan, 1982","10920420","2431781"
,"Salamandra atra pasubiensis","Salamandra atra pasubiensis Bonato & Steinfartz, 2005","11030283","EXACT","98","SYNONYM","SUBSPECIES","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Salamandra","Salamandra atra","Salamandra atra pasubiensis","Bonato & Steinfartz, 2005","11030283","2431781"
,"Salamandrina terdigitata","Salamandrina terdigitata (Bonnaterre, 1789)","2431852","EXACT","97","ACCEPTED","SPECIES","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Salamandrina","Salamandrina terdigitata","Salamandrina terdigitata","(Bonnaterre, 1789) ","2431852",
,"Salicornia veneta","Salicornia veneta Pignatti & Lausi","5568373","EXACT","98","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Salicornia","Salicornia procumbens","Salicornia veneta","Pignatti & Lausi","5568373","12191190"
,"Salmo fibreni","Salmo fibreni Zerunian & Gandolfi, 1990","2351640","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Salmoniformes","Salmonidae","Salmo","Salmo fibreni","Salmo fibreni","Zerunian & Gandolfi, 1990","2351640",
,"Saxifraga berica","Saxifraga berica (Bég.) D.A.Webb","3753004","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Saxifraga","Saxifraga berica","Saxifraga berica","(Bég.) D.A.Webb","3753004",
,"Saxifraga presolanensis","Saxifraga presolanensis Engl.","3752513","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Saxifraga","Saxifraga presolanensis","Saxifraga presolanensis","Engl.","3752513",
,"Saxifraga tombeanensis","Saxifraga tombeanensis Boiss. ex Engl.","3754891","EXACT","97","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Saxifraga","Saxifraga tombeanensis","Saxifraga tombeanensis","Boiss. ex Engl.","3754891",
,"Silene hicesiae","Silene hicesiae Brullo & Signor.","5587273","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Silene","Silene hicesiae","Silene hicesiae","Brullo & Signor.","5587273",
,"Speleomantes ambrosii","Speleomantes ambrosii (Lanza, 1955)","2431455","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Speleomantes","Speleomantes ambrosii","Speleomantes ambrosii","(Lanza, 1955) ","2431455",
,"Speleomantes flavus","Speleomantes flavus (Stefani, 1969)","2431457","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Speleomantes","Speleomantes flavus","Speleomantes flavus","(Stefani, 1969) ","2431457",
,"Speleomantes genei","Speleomantes genei (Temminck & Schlegel, 1838)","2431672","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Speleomantes","Speleomantes genei","Speleomantes genei","(Temminck & Schlegel, 1838) ","2431672",
,"Speleomantes imperialis","Speleomantes imperialis (Stefani, 1969)","2431452","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Speleomantes","Speleomantes imperialis","Speleomantes imperialis","(Stefani, 1969) ","2431452",
,"Speleomantes sarrabusensis","Speleomantes sarrabusensis Lanza, Leo, Forti, Cimmaruta, Caputo & Nascetti, 2001","2431454","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Speleomantes","Speleomantes sarrabusensis","Speleomantes sarrabusensis","Lanza, Leo, Forti, Cimmaruta, Caputo & Nascetti, 2001","2431454",
,"Speleomantes supramontis","Speleomantes supramontis (Lanza, Nascetti & Bullini, 1986)","2431451","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Speleomantes","Speleomantes supramontis","Speleomantes supramontis","(Lanza, Nascetti & Bullini, 1986) ","2431451",
,"Squalius lucumonis","Squalius lucumonis (Bianco, 1983)","2365749","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Squalius","Squalius lucumonis","Squalius lucumonis","(Bianco, 1983) ","2365749",
,"Stipa austroitalica","Stipa austroitalica Martinovský","4144609","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Stipa","Stipa austroitalica","Stipa austroitalica","Martinovský","4144609",
,"Stipa veneta","Stipa veneta Moraldo","4131320","EXACT","98","SYNONYM","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Stipa","Stipa pennata","Stipa veneta","Moraldo","4131320","6432155"
,"Telestes muticellus","Telestes muticellus (Bonaparte, 1837)","2363553","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Telestes","Telestes muticellus","Telestes muticellus","(Bonaparte, 1837) ","2363553",
,"Tripolium sorrentinoi","Tripolium sorrentinoi (Tod.) Raimondo & Greuter","3098613","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Tripolium","Tripolium sorrentinoi","Tripolium sorrentinoi","(Tod.) Raimondo & Greuter","3098613",
,"Zamenis lineatus","Zamenis lineatus (Camerano, 1891)","2458382","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Colubridae","Zamenis","Zamenis lineatus","Zamenis lineatus","(Camerano, 1891) ","2458382",
,"Zerynthia cassandra","Zerynthia cassandra","5802625","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Zerynthia","Zerynthia cassandra","Zerynthia cassandra",,"5802625",
,"Linaria loeselii","Linaria loeselii Schweigg.","8384512","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Linaria","Linaria loeselii","Linaria loeselii","Schweigg.","8384512",
,"Rhynchocypris percnurus","Rhynchocypris percnurus (Pallas, 1814)","2365586","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Rhynchocypris","Rhynchocypris percnurus","Rhynchocypris percnurus","(Pallas, 1814) ","2365586",
,"Anacamptis urvilleana","Anacamptis urvilleana Sommier & Caruana","2808337","EXACT","98","SYNONYM","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Anacamptis","Anacamptis pyramidalis","Anacamptis urvilleana","Sommier & Caruana","2808337","9630426"
,"Armadillidium ghardalamensis","Armadillidium ghardalamensis Caruso & Hili, 1991","4416689","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Malacostraca","Isopoda","Armadillidiidae","Armadillidium","Armadillidium ghardalamensis","Armadillidium ghardalamensis","Caruso & Hili, 1991","4416689",
,"Cremnophyton lanfrancoi","Cremnophyton lanfrancoi Brullo & Pavone","3758868","EXACT","98","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Atriplex","Atriplex lanfrancoi","Cremnophyton lanfrancoi","Brullo & Pavone","3758868","7515774"
,"Gibbula nivosa","Gibbula nivosa A.Adams, 1853","5724078","EXACT","98","SYNONYM","SPECIES","Animalia","Mollusca","Gastropoda","Trochida","Trochidae","Steromphala","Steromphala nivosa","Gibbula nivosa","A.Adams, 1853","5724078","9326566"
,"Helichrysum melitense","Helichrysum melitense (Pignatti) Brullo, Lanfr., Pavone & Ronsisv.","3131272","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Helichrysum","Helichrysum melitense","Helichrysum melitense","(Pignatti) Brullo, Lanfr., Pavone & Ronsisv.","3131272",
,"Hyoseris frutescens","Hyoseris frutescens Brullo & Pavone","4230403","EXACT","98","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Hyoseris","Hyoseris lucida","Hyoseris frutescens","Brullo & Pavone","4230403","8575922"
,"Lampedusa imitatrix","Lampedusa imitatrix (O.Boettger, 1879)","8724265","EXACT","99","ACCEPTED","SPECIES","Animalia","Mollusca","Gastropoda","Stylommatophora","Clausiliidae","Lampedusa","Lampedusa imitatrix","Lampedusa imitatrix","(O.Boettger, 1879) ","8724265",
,"Lampedusa melitensis","Lampedusa melitensis (Caruana Gatto, 1892)","5783180","EXACT","99","ACCEPTED","SPECIES","Animalia","Mollusca","Gastropoda","Stylommatophora","Clausiliidae","Lampedusa","Lampedusa melitensis","Lampedusa melitensis","(Caruana Gatto, 1892) ","5783180",
,"Ophrys melitensis","Ophrys ×melitensis (Salk.) Devillers-Tersch. & Devillers","2792740","EXACT","98","SYNONYM","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Ophrys","Ophrys flavicans","Ophrys melitensis","(Salk.) Devillers-Tersch. & Devillers","2792740","2792725"
,"Palaeocyanus crassifolius","Palaeocyanus crassifolius (Bertol.) Dostál","3097102","EXACT","98","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Cheirolophus","Cheirolophus crassifolius","Palaeocyanus crassifolius","(Bertol.) Dostál","3097102","3097098"
